ano,cpb,titulo,direcao,genero,produtora_maj,produtora_min,distribuidora,uf_bruto,uf2_bruto,max_salas,publico,renda_corrente,uf_maj,n_ufs,coproducao,decada,filmes_diretor_antes,filmes_distribuidora_antes,filmes_produtora_antes,estreia_do_diretor,experiencia_da_direcao,porte_da_distribuidora,contratos_fsa,projetos_incentivo,recebeu_fsa,recebeu_incentivo,origem_do_fomento,deflator,renda_deflacionada_2024,populacao_br,filmes_no_ano,sucesso_global,mediana_publico_do_ano,sucesso_no_ano
2016,B1500404600000,A Vizinhança Do Tigre,Affonso Uchôa,Ficção,Affonso Uchôa,Katásia Filmes,Affonso Uchôa,MG,MG,11,1959,16904.19,MG,1.0,1,2010,1,1,1,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,25074.408251276884,206081432.0,142,0,3377.0,0
2016,B1600275900000,Abaixando A Máquina 2 – No Limite Da Linha,Guillermo Planel,Documentário,Ponto De Equilíbrio Imagens,Canal Brasil,Ponto De Equilíbrio,RJ,RJ,1,390,2828.49,RJ,1.0,1,2010,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,4195.570032912204,206081432.0,142,0,3377.0,0
2016,B1600032100000,Amor Em Sampa,Carlos Alberto Riccelli/Kim Riccelli,Ficção,Pulsar Cinema,Coração Da Selva/Globo Filmes,Elo Company,SP,SP/RJ,81,12975,174081.35,SP,1.0,1,2010,0,16,1,1,estreante,pequena,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,258219.22486871123,206081432.0,142,1,3377.0,1
2016,B1600070900000,Amores Urbanos,Vera Egito,Ficção,Paranoid Filmes,Vera Egito,Europa,SP,,19,7570,123232.92,SP,1.0,1,2010,0,19,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,182794.4755754014,206081432.0,142,1,3377.0,1
2016,B1600096000000,Apaixonados - O Filme,Paulo Fontenelle,Ficção,Total Entertainment,,H2O Films,RJ,,128,26445,338752.2,RJ,1.0,0,2010,3,10,12,0,estabelecida,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,502479.6194800341,206081432.0,142,1,3377.0,1
2016,B1600478600000,Aquarius,Kleber Mendonça Filho,Ficção,Cinemascópio,Globo Filmes/Videofilmes/Maiomidia Comunicação,Vitrine Filmes,PE,RJ/RJ/RJ,140,357026,5272300.55,PE,1.0,1,2010,2,53,3,0,iniciante,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,7820535.406554922,206081432.0,142,1,3377.0,1
2016,B1500711700000,Arminda Lopes — A Estética Além Da Dor,Luzimar Batista Stricher,Documentário,Stricher Comunicações,,Lança Filmes,RS,,1,91,723.0,RS,1.0,0,2010,0,3,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,1072.4440014974505,206081432.0,142,0,3377.0,0
2016,B1500873900000,Através Da Sombra,Walter Lima Junior,Ficção,Casa Forte Produções Artísticas/Cinelândia Produções,Globo Filmes/Telecine,Europa,RJ/RJ,RJ/RJ,22,6655,97221.51,RJ,1.0,1,2010,3,19,0,0,estabelecida,pequena,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,144211.09988385116,206081432.0,142,1,3377.0,1
2016,B1500392400000,Big Jato,Claudio Assis,Ficção,Perdidas Ilusões,República Pureza Filmes/Canal Brasil,Arthouse,PE,RJ/RJ,21,11528,149805.59,PE,1.0,1,2010,3,7,0,0,estabelecida,pequena,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,222210.3822770214,206081432.0,142,1,3377.0,1
2016,B1500798600000,Boi Neon,Gabriel Mascaro,Ficção,Desvia,Canal Brasil,Imovision,PE,RJ,37,34761,410235.72,PE,1.0,1,2010,4,48,2,0,estabelecida,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,608512.9144038557,206081432.0,142,1,3377.0,1
2016,B1600405900000,Br 716,Domingos De Oliveira,Ficção,Teatro Ilustre Produções Artísticas,Canal Brasil,Pipoca & Filmes/Forte Filmes,RJ,RJ,11,10386,145579.73,RJ,1.0,1,2010,9,0,6,0,veterana,nova,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,215942.05833764654,206081432.0,142,1,3377.0,1
2016,B1600750900000,Brasil Rico - Uma Discussão Sobre Prosperidade,Louise Sottomaior/Maílson Da Nóbrega,Documentário,Cultura Maior,,Cultura Maior,SP,,1,62,870.1,SP,1.0,0,2010,0,1,1,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,1290.641114388564,206081432.0,142,0,3377.0,0
2016,B1500169500000,Brasil S/A,Marcelo Pedroso,Ficção,Símio Filmes,Vilarejo Filmes,Inquieta Cinema Cultura E Comunicação,PE,PE,17,2432,16899.8,PE,1.0,1,2010,1,0,2,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,25067.896454365993,206081432.0,142,0,3377.0,0
2016,B1600342000000,Brasil: Dna África,Mônica Amorim Monteiro,Documentário,Cine Group,Globo Filmes,Cine Group,DF,RJ,3,698,5801.88,DF,1.0,1,2010,0,1,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,8606.073863634894,206081432.0,142,0,3377.0,0
2016,B1500344800000,Campo Grande,Sandra Kogut,Ficção,Tambellini Filmes,Marola Filmes/Canal Brasil,Imovision,RJ,RJ/RJ,13,4854,66952.18,RJ,1.0,1,2010,2,48,10,0,iniciante,media,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,99311.84485225113,206081432.0,142,1,3377.0,1
2016,B1500542500000,Canção Da Volta,Gustavo Rosa De Moura,Ficção,Lauper Films,Mira Filmes,Pandora Filmes,SP,SP,14,2404,34189.81,SP,1.0,1,2010,2,24,2,0,iniciante,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,50714.60117128291,206081432.0,142,0,3377.0,0
2016,B1600352700000,Carrossel 2 - O Sumiço De Maria Joaquina,Mauricio Eça,Ficção,Paris Produções,,Downtown/Paris,SP,,888,2525347,28590845.61,SP,1.0,0,2010,1,39,0,0,iniciante,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,42409517.11228799,206081432.0,142,1,3377.0,1
2016,B1600306000000,Charlote Sp,Frank Mora,Ficção,Frank Mora,,Raiz Distribuidora,SP,,9,432,6123.81,SP,1.0,0,2010,0,13,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,9083.600692683407,206081432.0,142,0,3377.0,0
2016,B1600640900000,Cinema Novo,Eryk Rocha,Documentário,Aruac Produções/Coqueirão Pictures,Canal Brasil/Fm Produções,Vitrine Filmes,RJ/RJ,RJ/RJ,20,6958,90543.39,RJ,1.0,1,2010,5,53,0,0,estabelecida,media,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,134305.27729010268,206081432.0,142,1,3377.0,1
2016,B1600685500000,Coragem,Sebastião Braga,Documentário,Feel Filmes,,Boulevard Filmes,SP,,3,314,1833.0,SP,1.0,0,2010,0,4,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,2718.9347921781837,206081432.0,142,0,3377.0,0
2016,B1600651600000,Curumim,Marcos Prado,Documentário,Zazen Produções,Globosat/Globo Filmes/Horizonte,Zazen,RJ,RJ/RJ/RJ,13,2663,42132.53,RJ,1.0,1,2010,2,4,7,0,iniciante,nova,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,62496.236606378116,206081432.0,142,0,3377.0,0
2016,B1600529400000,"Cícero Dias, O Compadre De Picasso",Vladimir Carvalho,Documentário,Com Domínio Filmes,Canal Brasil,Com Domínio Filmes,RJ,RJ,4,1206,17546.91,RJ,1.0,1,2010,3,0,0,0,estabelecida,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,26027.770918832128,206081432.0,142,0,3377.0,0
2016,B1600192300000,De Onde Eu Te Vejo,Luiz Villaça,Ficção,Bossa Nova Films,Maiomidia Comunicação,Warner,SP,RJ,79,32763,501934.0,SP,1.0,1,2010,3,33,5,0,estabelecida,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,744531.2689455344,206081432.0,142,1,3377.0,1
2016,B1600599600000,Deixe-Me Viver,Clóvis Vieira,Ficção,Cv&F,,Cv&F,SP,,64,53837,724116.79,SP,1.0,0,2010,1,0,0,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,1074100.5640651302,206081432.0,142,1,3377.0,1
2016,B1600648800000,Dentro Da Caixinha,Guilherme Reis,Ficção,Postura Digital,,Cineart Filmes,MG,,3,1601,17491.5,MG,1.0,0,2010,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,25945.57987855139,206081432.0,142,0,3377.0,0
2016,B1600454400000,Desculpe O Transtorno,Tomas Portella,Ficção,Gullane,,Disney,SP,,323,153234,1935131.0,SP,1.0,0,2010,3,10,16,0,estabelecida,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,2870428.261496214,206081432.0,142,1,3377.0,1
2016,B1600012800000,Do Pó Da Terra,Maurício Nahas,Documentário,Notorious Films,,O2 Play,SP,,12,1357,19172.65,SP,1.0,0,2010,0,3,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,28439.271763914378,206081432.0,142,0,3377.0,0
2016,B1402633700000,Ela Volta Na Quinta,André Novais Oliveira,Ficção,Filmes De Plástico,,Vitrine Filmes,MG,,10,1669,18140.71,MG,1.0,0,2010,0,53,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,26908.569325594486,206081432.0,142,0,3377.0,0
2016,B1600680100000,Elis,Hugo Prata,Ficção,Bravura Cinematográfica,Globo Filmes/Academia De Filmes/Maiomidia Comunicação,Downtown/Paris,SP,RJ/SP/RJ,282,559896,8493069.23,SP,1.0,1,2010,0,39,0,1,estreante,media,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,12597982.22685487,206081432.0,142,1,3377.0,1
2016,B1600107600000,Em Nome Da Lei,Sergio Rezende,Ficção,Morena Filmes,Maiomidia Comunicação,Fox,RJ,RJ,389,226978,3196720.0,RJ,1.0,1,2010,6,38,7,0,veterana,media,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,4741774.8111575795,206081432.0,142,1,3377.0,1
2016,B1600355900000,Entre Idas E Vindas,José Eduardo Belmonte,Ficção,Film Noise,Imagem/Acere/Alex Gabassi Serviços,Imagem,SP,SC/SP/SP,293,109698,1535091.72,SP,1.0,1,2010,6,38,0,0,veterana,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,2277039.981829051,206081432.0,142,1,3377.0,1
2016,B1600305100000,Epidemia De Cores,Mário Eugênio Saretta,Documentário,Mário Eugênio Saretta,,Lança Filmes,RS,,3,1556,16442.33,RS,1.0,0,2010,0,3,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,24389.319749850038,206081432.0,142,0,3377.0,0
2016,B1600064700000,Espaço Além - Marina Abramovic E O Brasil,Marco Del Fiol,Documentário,Casa Redonda Produções,,Elo Company,SP,,17,20147,318116.34,SP,1.0,0,2010,0,16,0,1,estreante,pequena,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,471869.9316892441,206081432.0,142,1,3377.0,1
2016,B1500865900000,Estive Em Lisboa E Lembrei De Você,José Barahona,Ficção,Refinaria Filmes,Mutuca Filmes,Tucumán,RJ,RJ,9,3834,40132.9,RJ,1.0,1,2010,1,6,1,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,59530.13536334306,206081432.0,142,1,3377.0,1
2016,B1402818800000,Eu Sou Carlos Imperial,Renato Terra/Ricardo Calil,Documentário,Afinal Filmes,,Bretz Filmes/Videofilmes,RJ,,8,3187,48018.21,RJ,1.0,0,2010,1,0,0,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,71226.61310808422,206081432.0,142,1,3377.0,0
2016,B1402091800000,Exilados Do Vulcão,Paula Gaitán,Ficção,Aruac Produções/Franco Produções E Filmes,Paula Gaitán,Livres Filmes,RJ/RJ,,6,1208,10739.23,RJ,1.0,1,2010,1,5,0,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,15929.768733335359,206081432.0,142,0,3377.0,0
2016,B1500636700000,Fome,Cristiano Burlan,Ficção,Bela Filmes,,Vitrine Filmes,SP,,11,1193,14813.44,SP,1.0,0,2010,2,53,2,0,iniciante,media,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,21973.146430902343,206081432.0,142,0,3377.0,0
2016,B1500699400000,Futuro Junho,Maria Augusta Ramos,Documentário,Nofoco Filmes,,Arthouse,RJ,,4,392,3129.49,RJ,1.0,0,2010,3,7,1,0,estabelecida,pequena,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,4642.0508689436465,206081432.0,142,0,3377.0,0
2016,B1600736900000,Galinha Pintadinha Mini Na Telona,Juliano Prado/Marcos Luporini,Animação,Bromelia Produções,,Flix Media,SP,,172,24832,358359.07,SP,1.0,0,2010,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,531562.9806413624,206081432.0,142,1,3377.0,1
2016,B1500405100000,Geraldinos,Pedro Asbeg/Renato Martins,Documentário,Jacqueline Filmes/Palmares Produções E Jornalismo,,Jacqueline Filmes/Livres Filmes,RJ/RJ,,5,478,6344.44,RJ,1.0,0,2010,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,9410.866695519342,206081432.0,142,0,3377.0,0
2016,B1600116800000,Glauco Do Brasil,Zeca Brito,Documentário,Anti Filmes/Boulevard Filmes,,Boulevard Filmes,RS/SP,,4,241,1951.0,RS,2.0,0,2010,0,4,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,2893.9671465028023,206081432.0,142,0,3377.0,0
2016,B1500496500000,Hector,Edu Felistoque,Ficção,Felistoque Filmes,Canal Brasil/Lucca Comunicação/Estricnina/Kinoosfera Filmes,Polifilmes,SP,RJ/SP/SP/SP,2,150,1180.0,SP,1.0,1,2010,2,26,1,0,iniciante,media,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,1750.3235432461847,206081432.0,142,0,3377.0,0
2016,B1500283900000,Henry Kayath: O Homem E Seu Tempo,Regina Jehá,Documentário,Lauper Films,,Lauper,SP,,1,18,282.73,SP,1.0,0,2010,0,0,2,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,419.3804876118592,206081432.0,142,0,3377.0,0
2016,B1600476600000,Hestórias Da Psicanálise - Leitores De Freud,Francisco Ronald,Documentário,Cabelo Duro,,Espaço Filmes,SP,,22,10716,161799.88,SP,1.0,0,2010,0,46,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,240001.81293085383,206081432.0,142,1,3377.0,1
2016,B1301956300000,Histórias De Alice,Oswaldo Caldeira,Ficção,Oswaldo Caldeira Produções Cinematográficas,,Pipa Produções,RJ,,3,392,4791.27,RJ,1.0,0,2010,2,12,1,0,iniciante,pequena,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,7107.010748346736,206081432.0,142,0,3377.0,0
2016,B1301798200000,Invasores,Marcelo Freitas Toledo De Melo,Ficção,Raiz Produções,,Raiz Distribuidora,SP,,3,475,3953.0,SP,1.0,0,2010,0,13,7,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,5863.583869874719,206081432.0,142,0,3377.0,0
2016,B1600187400000,Jaime Lerner - Uma História De Sonhos,Carlos Deiró,Documentário,Deiro Filmes,,Pandora Filmes,PR,,3,408,5512.25,PR,1.0,0,2010,0,24,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,8176.458433270154,206081432.0,142,0,3377.0,0
2016,B1600421600000,Jonas,Lô Politi,Ficção,Lô Politi,Mastershot Produções/Rede Record De Televisão,Elite Filmes,SP,SP/SP,15,1421,18896.65,SP,1.0,1,2010,0,1,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,28029.87405379917,206081432.0,142,0,3377.0,0
2016,B1600564300000,Lua Em Sagitário,Márcia Paraíso,Ficção,Plural Filmes,Canal Brasil,Elo Company,SC,RJ,21,3223,35577.36,SC,1.0,1,2010,0,16,1,1,estreante,pequena,1.0,0.0,1.0,0.0,só FSA,1.4833250366493091,52772.78882588567,206081432.0,142,1,3377.0,0
2016,B1600442200000,Magal E Os Formigas,Michael Ruman/Newton Cannito,Ficção,Moonshot Pictures,Globo Filmes/Xanadu,Europa,SP,RJ/RJ,17,849,11512.14,SP,1.0,1,2010,0,19,1,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,17076.245487411976,206081432.0,142,0,3377.0,0
2016,B1600294500000,Mais Forte Que O Mundo - A História De José Aldo,Afonso Poyart,Ficção,Black Maria/Paris Entretenimento,Globo Filmes/O2 Filmes,Downtown/Paris,SP/SP,RJ/SP,403,565916,7793731.83,SP,1.0,1,2010,1,39,0,0,iniciante,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,11560637.552369637,206081432.0,142,1,3377.0,1
2016,B1402855900000,Maresia,Marcos Guttmann,Ficção,Solar Filmes,Passaro Films/Canal Brasil/Guiza Produções Audiovisuais,E.H. Produções,RJ,RJ/RJ/RJ,8,891,10153.18,RJ,1.0,1,2010,0,4,0,1,estreante,nova,2.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,15060.466095607033,206081432.0,142,0,3377.0,0
2016,B1600624200000,Marginal,Alex Miranda/Pedro Caldas,Documentário,Trator Filmes,Globo Filmes,Trator Filmes,SP,RJ,2,114,1520.34,SP,1.0,1,2010,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,2255.1583862194107,206081432.0,142,0,3377.0,0
2016,B1600314300000,Marias,Joana Mariani,Documentário,Primo Filmes,,Vitrine Filmes,SP,,17,1708,22312.56,SP,1.0,0,2010,0,53,4,1,estreante,media,0.0,2.0,0.0,1.0,só incentivo,1.4833250366493091,33096.77887973991,206081432.0,142,0,3377.0,0
2016,B1500651700000,Mate-Me Por Favor,Anita Rocha Da Silveira,Ficção,Bananeira Filmes,Imovision,Imovision,RJ,SP,46,9873,116368.43,RJ,1.0,1,2010,0,48,6,1,estreante,media,2.0,4.0,1.0,1.0,FSA e incentivo,1.4833250366493091,172612.20569457256,206081432.0,142,1,3377.0,1
2016,B1600280000000,Menino 23 - Infâncias Perdidas No Brasil,Belisario Franca,Documentário,Giros,Globo Filmes/Canal Brasil,Elo Company,RJ,RJ/RJ,12,7102,94626.8,RJ,1.0,1,2010,1,16,0,0,iniciante,pequena,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,140362.30157800685,206081432.0,142,1,3377.0,1
2016,B1600033400000,Meu Amigo Hindu,Hector Babenco,Ficção,Hb Filmes,Globo Filmes/Maiomidia Comunicação,Europa,SP,RJ/RJ,44,24045,377960.3,SP,1.0,1,2010,3,19,3,0,estabelecida,pequena,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,560637.9758494839,206081432.0,142,1,3377.0,1
2016,B1600200900000,Meu Nome É Jacque,Angela Zoé,Documentário,Documenta Filmes,Globo Filmes,Documenta Produções,RJ,RJ,1,515,4627.77,RJ,1.0,1,2010,0,0,1,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,6864.487104854574,206081432.0,142,0,3377.0,0
2016,B1600382500000,Miller & Fried - As Origens Do País Do Futebol,Luiz Ferraz,Documentário,Olé Produções,Globo Filmes,Olé Produções,SP,RJ,2,240,3155.83,SP,1.0,1,2010,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,4681.121650408989,206081432.0,142,0,3377.0,0
2016,B1600716500000,Minha Mãe É Uma Peça 2,César Rodrigues,Ficção,Diamondback,Migdal Filmes/Downtown Filmes/Globo Filmes/Paris Filmes/Xanadu,Downtown/Paris,RJ,RJ/RJ/RJ/SP/RJ,1217,9235798,124695648.82,RJ,1.0,1,2010,3,39,0,0,estabelecida,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,184964177.85593587,206081432.0,142,1,3377.0,1
2016,B1600716200000,Muleque Té Doido 2: A Lenda De Dom Sebastião,Erlanes Duarte,Ficção,Rafaela Gonçalves,,Rafaela Gonçalves,MA,,17,69753,893822.57,MA,1.0,0,2010,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,1325829.3964032296,206081432.0,142,1,3377.0,1
2016,B1500661200000,Mundo Cão,Marcos Jorge,Ficção,Zencrane Filmes,Migdal Filmes/Globo Filmes/Lereby,Downtown/Paris,SP,RJ/RJ/RJ,91,19670,287574.9,SP,1.0,1,2010,2,39,2,0,iniciante,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,426567.04908192146,206081432.0,142,1,3377.0,1
2016,B1402347100000,Mundo Deserto De Almas Negras,Ruy Veridiano,Ficção,Heavybunker,,Heavy Bunker,SP,,4,533,8447.55,SP,1.0,0,2010,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,12530.46241334687,206081432.0,142,0,3377.0,0
2016,B1600416100000,Mãe Só Há Uma,Anna Muylaert,Ficção,África Filmes,Dezenove Som E Imagens/Canal Brasil,Vitrine Filmes,SP,SP/RJ,51,33461,434613.08,SP,1.0,1,2010,4,53,0,0,estabelecida,media,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,644672.4628192692,206081432.0,142,1,3377.0,1
2016,B1600656600000,Nascida De Novo,Mary Grace Hughes,Ficção,Mary Grace Hughes,Fabio Da Silva Leme/Bless Filmes/Starcine Audiovideo Produções,Maria Da Graça Hughes,SP,-/MG/MG,5,3049,40147.0,SP,1.0,1,2010,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,59551.05024635982,206081432.0,142,1,3377.0,0
2016,B1500257400000,Nervos De Aço,Maurice Capovilla,Ficção,Saturna Produções,Canal Brasil/Atama Filmes,Livres Filmes,RJ,RJ/RS,1,127,2042.07,RJ,1.0,1,2010,1,5,1,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,3029.0535575904546,206081432.0,142,0,3377.0,0
2016,B1402652900000,Nise - O Coração Da Loucura,Roberto Berliner,Ficção,Tv Zero Cinema/Tv Zero Produções,,Imagem,RJ/RJ,,80,154238,2227284.34,RJ,1.0,0,2010,2,38,0,0,iniciante,media,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,3303786.625258932,206081432.0,142,1,3377.0,1
2016,B1600109200000,No Vermelho,Marcelo Reis,Documentário,Blest - Bagulium Loquo Est,Postura Digital,Blest,MG,MG,1,238,2160.0,MG,1.0,1,2010,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,3203.982079162508,206081432.0,142,0,3377.0,0
2016,B1600047500000,Nos Passos Do Mestre,André Marouço,Documentário,Mundo Maior Filmes,,Vitrine Filmes,SP,,19,26655,350408.88,SP,1.0,0,2010,1,53,1,0,iniciante,media,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,519770.26476824336,206081432.0,142,1,3377.0,1
2016,B1500899000000,Nós Duas Descendo A Escada,Fabiano De Souza,Ficção,Rainer Cine,,Lança Filmes,RS,,6,1438,18085.44,RS,1.0,0,2010,2,3,1,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,26826.58595081888,206081432.0,142,0,3377.0,0
2016,B1600585600000,O Amor De Catarina,Gil Baroni,Ficção,Beija Flor Filmes,,Europa,PR,,69,4457,54173.47,PR,1.0,0,2010,1,19,0,0,iniciante,pequena,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,80356.86437317025,206081432.0,142,1,3377.0,1
2016,B1600690400000,O Amor No Divã,Alexandre Reinecke,Ficção,Tortuga Studios,,Vitrine Filmes,SP,,42,4607,63300.48,SP,1.0,0,2010,0,53,0,1,estreante,media,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,93895.18681591886,206081432.0,142,1,3377.0,1
2016,B1402130700000,O Ardor,Pablo Fendrik,Ficção,Bananeira Filmes,,Imagem,RJ,,3,234,3710.42,RJ,1.0,0,2010,0,38,6,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,5503.75888248433,206081432.0,142,0,3377.0,0
2016,B1600227000000,O Caseiro,Julio Santi,Ficção,Nexus Cinema,Urano Films,Europa,SP,SP,61,11856,153425.65,SP,1.0,1,2010,0,19,3,1,estreante,pequena,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,227580.10790919408,206081432.0,142,1,3377.0,1
2016,B1600094200000,O Começo Da Vida,Estela Renner,Documentário,Maria Farinha Filmes,,Maria Farinha Filmes,SP,,32,35194,234170.91,SP,1.0,0,2010,1,1,2,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,347351.5736579521,206081432.0,142,1,3377.0,1
2016,B1600041400000,O Diabo Mora Aqui,Dante Vescio/Rodrigo Gasparini,Ficção,Marlucco Visão,,Pandora Filmes,SP,,5,1055,18558.64,SP,1.0,0,2010,0,24,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,27528.495358161334,206081432.0,142,0,3377.0,0
2016,B1600100300000,O Escaravelho Do Diabo,Carlo Milani,Ficção,Dezenove Som E Imagens,Globo Filmes/Lereby/Telecine,Downtown/Paris,SP,RJ/RJ/RJ,363,82634,1024437.54,SP,1.0,1,2010,0,39,10,1,estreante,media,1.0,1.0,1.0,1.0,FSA e incentivo,1.4833250366493091,1519573.851565428,206081432.0,142,1,3377.0,1
2016,B1600713100000,O Filho Eterno,Paulo Machline,Ficção,Camisa Treze Cultural,Globo Filmes/Guel Produtora,Sony,SP,RJ/RJ,60,22007,348365.26,SP,1.0,1,2010,2,16,3,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,516738.91205684614,206081432.0,142,1,3377.0,1
2016,B1402235800000,O Gigantesco Imã,Petrônio Lorena/Tiago Scorza,Documentário,Mont Serrat Filmes,Aiuru Filmes/Nosotros & Los Demás Produções Artísticas,Inquieta Cinema Cultura E Comunicação,PE,RJ/PE,6,390,2776.0,PE,1.0,1,2010,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,4117.7103017384825,206081432.0,142,0,3377.0,0
2016,B1301988900000,O Mestre E O Divino,Tiago Campos,Documentário,Vídeo Nas Aldeias,,Livres Filmes,PE,,7,728,7703.95,PE,1.0,0,2010,0,5,2,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,1.4833250366493091,11427.461916094446,206081432.0,142,0,3377.0,0
2016,B1500837400000,O Outro Lado Do Paraíso,André Ristum,Ficção,Mercado Filmes,Geração Editorial/Sombumbo Filmes/Sincrocine/Telecine/Canal Brasil,Europa,DF,SP/SP/RJ/RJ/RJ,21,7331,94102.19,DF,1.0,1,2010,1,19,0,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,1.4833250366493091,139584.13443053025,206081432.0,142,1,3377.0,1
